Nombre,EjeMayor,PeriodoDias,Excentricidad
KOI_1717.01,0.088,10.56156,0
KOI_1718.01,0.332,67.66919,0
KOI_1720.01,0.286,59.6626,0
KOI_1721.01,0.268,52.632,0
KOI_192.01,0.095,10.2909988,0
KOI_1722.01,0.118,14.87712,0
KOI_1723.01,0.305,59.62217,0
KOI_1724.01,0.135,17.42459,0
KOI_1725.01,0.054,9.8847,0
KOI_1726.01,0.217,44.96393,0
KOI_1727.01,0.263,49.76999,0
KOI_1731.01,0.034,2.594962,0
KOI_1732.01,0.237,43.31688,0
KOI_1733.01,0.134,19.18123,0
KOI_193.01,0.225,37.590272,0
KOI_1736.01,0.196,31.0031,0
KOI_1738.01,0.047,4.167856,0
KOI_1739.01,0.721,220.657,0
KOI_1112.01,0.225,37.81062,0
KOI_1115.01,0.105,12.99178,0
KOI_1116.01,0.047,3.749103,0
KOI_1117.01,0.107,11.08942,0
KOI_1118.01,0.077,7.373009,0
KOI_1308.01,0.162,23.58461,0
KOI_1309.01,0.102,10.117121,0
KOI_1310.01,0.142,19.12962,0
KOI_1311.01,0.388,83.57752,0
KOI_1312.01,0.069,6.146918,0
KOI_1314.01,0.09,8.57507,0
KOI_1315.01,0.074,6.846337,0
KOI_1316.01,0.082,7.64951,0
KOI_1316.02,0.113,12.37679,0
KOI_1499.01,0.107,14.163994,0
KOI_1499.02,0.016,0.840649,0
KOI_1499.03,0.062,6.20934,0
KOI_1501.01,0.033,2.617056,0
KOI_1503.01,0.537,150.2413,0
KOI_1505.01,0.058,5.032589,0
KOI_1506.01,0.23,40.42805,0
KOI_1507.01,0.155,21.35913,0
KOI_1508.01,0.154,22.04579,0
KOI_931.01,0.048,3.8556024,0
KOI_935.04,0.094,9.61686,0
KOI_936.01,0.07,9.467839,0
KOI_936.02,0.015,0.8930477,0
KOI_937.01,0.142,20.83495,0
KOI_1127.03,0.04,2.83678,0
KOI_1128.01,0.019,0.9748764,0
KOI_1129.01,0.051,4.897134,0
KOI_1320.01,0.09,10.506822,0
KOI_1323.01,0.05,3.9901099,0
KOI_1325.01,0.091,10.035355,0
KOI_1326.01,0.263,53.1009487,0
KOI_1328.01,0.359,80.96711,0
KOI_1329.01,0.191,33.1994,0
KOI_1331.01,0.064,6.800945,0
KOI_1510.01,0.016,0.83995,0
KOI_1511.01,0.036,2.578878,0
KOI_176.01,0.204,30.22935,0
KOI_1516.01,0.154,20.55341,0
KOI_1517.01,0.232,40.06841,0
KOI_1518.01,0.177,27.50655,0
KOI_1519.01,0.056,5.144392,0
KOI_1520.01,0.128,18.45848,0
KOI_1521.01,0.156,25.94199,0
KOI_177.01,0.149,21.06046,0
KOI_938.02,0.019,1.045632,0
KOI_940.01,0.063,6.104862,0
KOI_129.01,0.181,24.6691698,0
KOI_942.01,0.092,11.515093,0
KOI_943.01,0.043,3.601449,0
KOI_1141.01,0.052,5.728256,0
KOI_1142.01,0.045,3.75577,0
KOI_1145.01,0.195,30.58396,0
KOI_1146.01,0.059,7.097028,0
KOI_1150.01,0.015,0.6773911,0
KOI_1335.01,0.524,127.8329,0
KOI_1336.04,0.054,4.458252,0
KOI_1337.01,0.028,1.92282,0
KOI_1338.01,0.042,3.222961,0
KOI_1338.02,0.233,42.0365,0
KOI_1338.03,0.147,21.01086,0
KOI_1339.01,0.048,4.168078,0
KOI_1341.01,0.055,4.514349,0
KOI_1522.01,0.199,33.38541,0
KOI_1525.01,0.084,7.714663,0
KOI_1526.01,0.055,4.44446,0
KOI_1527.01,0.628,192.6747,0
KOI_1528.01,0.046,3.98955,0
KOI_1530.01,0.112,12.98497,0
KOI_1531.01,0.063,5.699215,0
KOI_1532.01,0.143,18.1145,0
KOI_1533.01,0.07,6.241515,0
KOI_945.01,0.179,25.84723,0
KOI_945.02,0.242,40.71652,0
KOI_947.01,0.149,28.59878,0
KOI_948.01,0.16,24.58719,0
KOI_949.01,0.107,12.532507,0
KOI_149.01,0.12,14.557339,0
KOI_1159.01,0.282,64.61635,0
KOI_1160.01,0.104,13.21415,0
KOI_1162.01,0.588,158.6924,0
KOI_1342.02,0.083,8.181943,0
KOI_1344.01,0.054,4.487548,0
KOI_1355.01,0.269,51.92981,0
KOI_1356.01,1.024,384.026,0
KOI_1357.01,0.04,3.01435,0
KOI_1358.01,0.056,5.644954,0
KOI_1534.01,0.154,20.42226,0
KOI_1534.02,0.08,7.63861,0
KOI_1535.01,0.344,70.6985,0
KOI_1536.01,0.049,3.744351,0
KOI_1537.01,0.094,10.19144,0
KOI_179.01,0.15,20.740555,0
KOI_953.01,0.045,3.5840842,0
KOI_131.01,0.06,5.0142325,0
KOI_955.01,0.075,7.039078,0
KOI_956.01,0.07,8.360847,0
KOI_1165.01,0.071,7.053943,0
KOI_1165.02,0.051,4.2928,0
KOI_1166.01,0.077,7.67478,0
KOI_1168.01,1.193,432.09,0
KOI_1169.01,0.016,0.689204,0
KOI_1170.01,0.073,7.343692,0
KOI_1174.01,0.796,330,0
KOI_161.01,0.039,3.1055091,0
KOI_1358.02,0.075,8.74306,0
KOI_1358.03,0.042,3.648459,0
KOI_1358.04,0.031,2.34587,0
KOI_1359.01,0.222,37.10064,0
KOI_1359.02,0.443,104.8198,0
KOI_1360.03,0.015,0.764022,0
KOI_1362.01,0.143,20.51321,0
KOI_162.01,0.112,14.006406,0
KOI_1546.01,0.018,0.9175471,0
KOI_1547.01,0.196,30.693946,0
KOI_1549.01,0.18,29.481015,0
KOI_179.02,1.369,572.3979,0
KOI_1552.01,0.335,77.63367,0
KOI_1553.01,0.282,52.75886,0
KOI_180.01,0.091,10.045607,0
KOI_1557.04,0.023,1.499142,0
KOI_969.01,0.133,17.5120156,0
KOI_972.01,0.139,13.118908,0
KOI_972.02,0.098,7.82257,0
KOI_974.01,0.309,53.50607,0
KOI_976.01,0.337,52.56909,0
KOI_977.01,0.024,1.3537763,0
KOI_1175.01,0.199,31.59334,0
KOI_1175.02,0.133,17.15714,0
KOI_1176.01,0.027,1.97376051,0
KOI_151.01,0.115,13.447247,0
KOI_1367.01,0.012,0.5678562,0
KOI_1369.01,0.041,3.016148,0
KOI_1370.01,0.07,6.883593,0
KOI_1375.01,0.958,321.2139,0
KOI_1558.01,0.204,32.504651,0
KOI_1561.01,0.086,9.085941,0
KOI_1563.01,0.059,5.487108,0
KOI_1563.02,0.077,8.290858,0
KOI_1563.03,0.041,3.205386,0
KOI_1564.01,0.276,53.44965,0
KOI_1569.01,0.099,13.7521,0
KOI_984.01,0.052,4.2873775,0
KOI_987.01,0.042,3.179262,0
KOI_989.03,0.121,16.16099,0
KOI_991.01,0.105,12.062148,0
KOI_992.01,0.09,9.93161,0
KOI_1191.01,0.08,8.17248,0
KOI_1192.01,2.969,2015.63529,0
KOI_1193.01,0.46,119.06285,0
KOI_1194.01,0.072,8.70778,0
KOI_1194.02,0.102,14.86297,0
KOI_1194.03,0.044,4.176366,0
KOI_1198.04,0.021,1.008617,0
KOI_1199.01,0.254,53.52939,0
KOI_1201.01,0.031,2.757567,0
KOI_1377.01,0.102,11.29714,0
KOI_1378.01,0.13,19.30125,0
KOI_1379.01,0.062,5.621546,0
KOI_1385.01,0.141,18.6100931,0
KOI_165.01,0.102,13.22178,0
KOI_1387.01,0.161,23.799932,0
KOI_1570.01,0.069,6.338518,0
KOI_1572.01,0.092,9.80314,0
KOI_1573.01,0.17,24.811944,0
KOI_1573.02,0.074,7.136813,0
KOI_1574.03,0.062,5.83343,0
KOI_1576.01,0.089,10.415808,0
KOI_1576.02,0.103,13.084143,0
KOI_183.01,0.038,2.68432897,0
KOI_1576.03,0.152,23.34032,0
KOI_1577.01,0.033,2.806242,0
KOI_994.01,0.049,4.298863,0
KOI_1002.01,0.045,3.481538,0
KOI_1005.01,0.193,35.61758,0
KOI_1202.01,0.016,0.9282974,0
KOI_1203.01,0.2,31.88293,0
KOI_1203.03,0.265,48.6541,0
KOI_1204.01,0.084,8.39811,0
KOI_1205.01,0.085,8.63845,0
KOI_1206.01,2.592,1548,0
KOI_1207.01,0.103,13.73468,0
KOI_1208.01,0.909,288.8824,0
KOI_1209.01,0.8,272.07,0
KOI_1210.01,0.122,14.55426,0
KOI_1391.01,0.081,7.9811836,0
KOI_1393.01,0.022,1.6947354,0
KOI_1395.01,0.063,6.230227,0
KOI_166.01,0.098,12.493311,0
KOI_1397.01,0.059,6.247069,0
KOI_1398.01,0.064,5.823445,0
KOI_1399.01,0.077,8.75061,0
KOI_1402.01,0.073,7.13968,0
KOI_1403.01,0.117,18.75444,0
KOI_1404.01,0.096,13.32411,0
KOI_1581.01,0.18,29.53941,0
KOI_1581.02,0.519,144.5431,0
KOI_1582.01,0.622,186.3986,0
KOI_1583.01,0.078,8.04732,0
KOI_1584.01,0.053,5.870719,0
KOI_1585.01,0.139,19.17903,0
KOI_1586.01,0.064,6.991307,0
KOI_1587.01,0.254,52.97116,0
KOI_1588.01,0.038,3.517482,0
KOI_1589.02,0.108,12.882525,0
KOI_1007.01,0.076,7.40758,0
KOI_1014.01,0.117,17.31729,0
KOI_1015.01,0.091,9.4288,0
KOI_1015.02,0.052,4.08902,0
KOI_1017.01,0.125,17.44487,0
KOI_1020.01,0.288,54.356319,0
KOI_2209.01,0.134,18.30216,0
KOI_2210.01,0.036,2.88887,0
KOI_2212.01,0.132,17.14624,0
KOI_2213.01,0.045,3.970805,0
KOI_2214.01,0.03,2.352237,0
KOI_2215.01,0.148,22.0406,0
KOI_2216.01,0.152,23.34034,0
KOI_2217.01,0.208,37.80223,0
KOI_2219.01,0.043,3.757307,0
KOI_2221.01,0.096,10.62879,0
KOI_2222.01,0.249,34.1323,0
KOI_2223.01,0.019,1.1044547,0
KOI_2224.01,0.047,3.730927,0
KOI_2224.02,0.379,86.1241,0
KOI_2225.01,0.034,2.787876,0
KOI_2522.01,0.055,5.604018,0
KOI_2523.01,0.108,13.03106,0
KOI_2524.01,0.244,40.989,0
KOI_2525.01,0.257,57.2937,0
KOI_2527.01,0.021,1.3858,0
KOI_2528.01,0.104,12.02298,0
KOI_2529.01,0.111,16.79702,0
KOI_2530.01,0.222,37.3308,0
KOI_2531.01,0.122,17.69931,0
KOI_2532.01,0.072,7.971054,0
KOI_2533.01,0.072,6.0331,0
KOI_2534.01,0.042,3.025534,0
KOI_2534.02,0.062,5.42213,0
KOI_2535.01,0.234,48.89276,0
KOI_2536.01,0.272,51.1295,0
KOI_2538.01,0.213,39.83101,0
KOI_249.01,0.07,9.549273,0
KOI_2744.01,0.44,109.64811,0
KOI_2745.01,0.122,15.645864,0
KOI_2747.01,0.06,6.26407,0
KOI_2748.01,0.156,23.19899,0
KOI_2748.02,0.062,5.777213,0
KOI_2750.01,0.623,174.633,0
KOI_2751.01,0.142,24.40015,0
KOI_2753.01,0.019,0.9351186,0
KOI_2754.01,0.023,1.3415609,0
KOI_1928.01,0.313,63.03814,0
KOI_1930.04,0.09,9.34131,0
KOI_1933.01,0.259,49.10146,0
KOI_1934.01,0.161,28.78281,0
KOI_1935.01,0.122,15.44427,0
KOI_1937.01,0.021,1.4112265,0
KOI_1938.01,0.389,96.91492,0
KOI_1939.01,0.106,13.474881,0
KOI_1940.01,0.082,10.994615,0
KOI_2226.01,0.081,8.46354,0
KOI_2227.01,0.312,65.6462,0
KOI_2229.01,0.116,14.8322,0
KOI_2232.01,0.415,101.1337,0
KOI_2237.01,0.36,76.4241,0
KOI_232.05,0.294,56.25696,0
KOI_2238.01,0.022,1.646819,0
KOI_2241.01,0.074,7.165187,0
KOI_2242.01,0.028,1.755846,0
KOI_2243.01,0.06,5.185444,0
KOI_2245.01,0.201,33.47025,0
KOI_2246.01,0.104,11.89534,0
KOI_2247.01,0.046,4.457356,0
KOI_2248.01,0.037,2.818125,0
KOI_2248.02,0.083,9.49096,0
KOI_2248.03,0.015,0.761948,0
KOI_2542.01,0.013,0.727315,0
KOI_2543.01,0.021,1.301993,0
KOI_2544.01,0.18,28.62525,0
KOI_2545.01,0.075,6.98158,0
KOI_2547.01,0.086,8.94326,0
KOI_2548.01,0.016,0.827166,0
KOI_2550.01,0.136,18.02447,0
KOI_2551.01,0.113,16.47985,0
KOI_2552.01,0.048,3.656953,0
KOI_2553.01,0.358,88.0708,0
KOI_2554.01,0.198,39.75719,0
KOI_2554.02,0.08,10.27152,0
KOI_2555.01,0.112,12.57144,0
KOI_2556.01,0.229,40.8364,0
KOI_2755.01,0.082,8.482949,0
KOI_2756.01,0.015,0.6650251,0
KOI_2757.01,0.721,234.6356,0
KOI_2758.01,0.99,253.3529,0
KOI_2759.01,0.018,1.0780862,0
KOI_2760.01,0.249,56.57372,0
KOI_265.01,0.048,3.568065,0
KOI_2762.01,0.445,132.9955,0
KOI_2763.01,0.011,0.4984334,0
KOI_2764.01,0.028,2.2529748,0
KOI_1940.02,0.059,6.7368,0
KOI_211.01,0.506,124.03611,0
KOI_1942.01,0.09,10.849813,0
KOI_1944.01,0.115,12.184118,0
KOI_1945.01,0.292,62.1402,0
KOI_1945.02,0.123,17.11855,0
KOI_1946.01,0.081,8.294769,0
KOI_1950.01,0.313,66.4159,0
KOI_212.01,0.064,5.6959013,0
KOI_1958.01,0.135,17.81563,0
KOI_1959.01,0.192,36.51567,0
KOI_2248.04,0.035,2.646235,0
KOI_2250.01,0.038,2.935346,0
KOI_2252.01,0.117,13.53996,0
KOI_2253.01,0.161,22.70801,0
KOI_2255.01,0.077,7.97083,0
KOI_2256.01,0.083,10.71243,0
KOI_2257.01,0.193,32.56265,0
KOI_2259.01,0.098,12.191471,0
KOI_2260.01,0.069,6.117982,0
KOI_2261.01,0.045,3.976032,0
KOI_234.01,0.088,9.613716,0
KOI_2261.02,0.063,6.62558,0
KOI_2263.01,0.196,29.96819,0
KOI_2264.01,0.192,33.24201,0
KOI_2266.01,0.019,1.003965,0
KOI_2269.01,0.015,0.6140747,0
KOI_2271.01,0.267,55.8228,0
KOI_2272.01,0.029,1.341364,0
KOI_2273.01,0.067,6.110122,0
KOI_2274.01,0.088,9.98965,0
KOI_2559.01,0.089,9.30955,0
KOI_2560.01,0.128,18.12074,0
KOI_2561.01,0.044,3.239425,0
KOI_2563.01,0.168,23.47794,0
KOI_2569.01,0.077,8.28131,0
KOI_2571.01,0.016,0.8262695,0
KOI_2572.01,0.066,6.3772,0
KOI_2573.01,0.023,1.3475056,0
KOI_2577.01,0.15,18.55616,0
KOI_2578.01,0.11,13.33097,0
KOI_2579.01,0.039,2.729679,0
KOI_2580.01,0.04,3.116082,0
KOI_2770.01,0.583,205.3831,0
KOI_2775.01,0.128,17.576925,0
KOI_1961.01,0.03,1.9078086,0
KOI_1962.01,0.206,32.85833,0
KOI_1964.01,0.033,2.229323,0
KOI_1965.01,0.035,2.514615,0
KOI_1967.01,0.047,4.417749,0
KOI_1968.01,0.095,10.087508,0
KOI_1969.01,0.123,16.34357,0
KOI_1971.01,0.128,19.3296,0
KOI_1972.01,0.136,17.79097,0
KOI_1973.01,0.037,3.290169,0
KOI_214.01,0.041,3.3118628,0
KOI_1974.01,0.433,109.444,0
KOI_1975.01,0.075,7.560344,0
KOI_1976.01,0.096,12.124,0
KOI_235.01,0.058,5.632566,0
KOI_2276.01,0.03,1.4425953,0
KOI_2280.01,0.171,26.0206,0
KOI_2281.01,0.015,0.7698541,0
KOI_2282.01,0.072,6.89225,0
KOI_2283.01,0.11,17.401899,0
KOI_2285.01,0.221,37.94523,0
KOI_2286.01,0.158,24.17534,0
KOI_2288.01,0.205,38.10325,0
KOI_2290.01,0.369,91.5021,0
KOI_2291.01,0.237,44.29229,0
KOI_2293.01,0.112,15.03343,0
KOI_2294.01,0.509,131.4851,0
KOI_2581.01,0.104,12.73672,0
KOI_2582.01,0.233,40.03252,0
KOI_2583.01,0.04,3.032802,0
KOI_2586.01,0.033,2.131925,0
KOI_2587.01,0.11,12.94771,0
KOI_2588.01,0.053,5.779572,0
KOI_2589.01,0.014,0.6640818,0
KOI_2592.01,0.635,175.609,0
KOI_2593.01,0.119,14.79763,0
KOI_2594.01,0.098,11.2545,0
KOI_2778.01,0.033,2.21571,0
KOI_2779.01,0.214,34.45781,0
KOI_2780.01,0.045,3.351824,0
KOI_268.01,0.406,110.37908,0
KOI_2785.01,0.057,4.768313,0
KOI_2786.01,0.27,44.61731,0
KOI_2789.01,0.046,3.401648,0
KOI_2790.01,0.106,14.009463,0
KOI_2791.01,0.182,27.5724,0
KOI_2792.01,0.033,2.1282478,0
KOI_1979.01,0.037,2.71406,0
KOI_1980.01,0.47,122.8767,0
KOI_1982.01,0.054,4.887533,0
KOI_1984.01,0.159,22.0641,0
KOI_1985.01,0.056,5.756239,0
KOI_1986.01,0.532,148.4569,0
KOI_1988.01,0.016,0.9348918,0
KOI_1990.01,0.17,24.75724,0
KOI_1996.01,0.085,10.13195,0
KOI_1997.01,0.226,38.50519,0
KOI_1998.01,0.072,6.773958,0
KOI_2000.01,0.167,26.41073,0
KOI_2001.01,0.078,8.277379,0
KOI_2002.01,0.117,14.37517,0
KOI_2295.01,0.118,16.29022,0
KOI_2296.01,0.439,106.249,0
KOI_237.01,0.081,8.508355,0
KOI_2297.01,0.055,4.64488,0
KOI_2298.01,0.114,16.66733,0
KOI_2299.01,0.128,16.48683,0
KOI_2300.01,0.035,2.685058,0
KOI_2302.01,0.134,16.85818,0
KOI_2303.01,0.061,4.893489,0
KOI_2304.01,0.098,11.1736,0
KOI_2305.01,0.191,31.03364,0
KOI_2306.01,0.01,0.512404,0
KOI_2307.01,0.048,4.150316,0
KOI_2308.01,0.178,28.50273,0
KOI_2309.01,0.291,53.59923,0
KOI_2310.01,0.126,16.4588,0
KOI_2311.01,0.664,191.8642,0
KOI_2311.02,0.114,13.7255,0
KOI_2312.01,0.645,176.277,0
KOI_2313.01,0.125,16.07677,0
KOI_2597.03,0.065,5.6135,0
KOI_2598.01,0.187,29.22604,0
KOI_2601.01,0.039,2.62225,0
KOI_2602.01,0.101,11.47685,0
KOI_2603.01,0.348,73.6984,0
KOI_2604.01,0.105,14.43325,0
KOI_2607.01,0.016,0.7544552,0
KOI_2608.01,0.039,2.76121,0
KOI_2610.01,0.172,24.10608,0
KOI_252.01,0.113,17.604437,0
KOI_2613.01,0.257,51.57394,0
KOI_2615.01,0.055,4.695153,0
KOI_2617.01,0.078,8.62989,0
KOI_270.01,0.104,12.5825,0
KOI_2812.01,0.363,76.6147,0
KOI_2813.01,0.014,0.6984594,0
KOI_2816.01,0.022,1.2895886,0
KOI_2817.01,0.014,0.6340034,0
KOI_2004.01,0.281,56.18944,0
KOI_2005.01,0.061,6.921029,0
KOI_2006.01,0.035,3.273459,0
KOI_2007.02,0.151,21.12902,0
KOI_2009.01,0.381,86.749,0
KOI_2010.01,0.188,25.96264,0
KOI_2012.01,0.208,34.85333,0
KOI_2013.01,0.03,2.41436,0
KOI_2014.01,0.035,2.466077,0
KOI_2016.01,0.053,4.30643,0
KOI_2017.01,0.034,2.295026,0
KOI_2018.01,0.172,27.4954,0
KOI_2019.01,0.114,14.08818,0
KOI_217.01,0.047,3.905081,0
KOI_2020.01,0.391,110.9655,0
KOI_2021.01,0.044,3.764162,0
KOI_2314.01,0.142,18.87061,0
KOI_2315.01,0.144,22.1339,0
KOI_2316.01,0.134,17.13756,0
KOI_2317.01,0.047,3.788753,0
KOI_2318.01,0.082,10.45854,0
KOI_2319.01,0.158,21.10354,0
KOI_2321.01,0.427,95.6091,0
KOI_2323.01,0.274,58.35512552,0
KOI_2324.01,0.013,1.204681,0
KOI_2325.01,0.018,1.0258586,0
KOI_2327.01,0.059,5.59979,0
KOI_2328.01,0.167,25.2033,0
KOI_2329.01,0.022,1.615349,0
KOI_239.01,0.064,5.640662,0
KOI_2331.01,0.04,2.832617,0
KOI_2332.01,0.046,3.700563,0
KOI_2335.01,0.124,16.22391,0
KOI_2619.01,0.044,3.27645,0
KOI_2620.01,0.122,16.05727,0
KOI_253.01,0.055,6.38317,0
KOI_2623.01,0.066,5.57661,0
KOI_2624.01,0.472,115.6879,0
KOI_2625.01,0.046,3.813668,0
KOI_2626.01,0.178,38.09824,0
KOI_2627.01,0.076,8.38469,0
KOI_2628.01,0.029,1.681873,0
KOI_2631.01,0.253,44.9995,0
KOI_2632.01,0.078,7.12826,0
KOI_253.02,0.12,20.61867,0
KOI_2634.01,0.141,19.9399,0
KOI_2635.01,0.163,22.24138,0
KOI_2636.01,0.048,3.881501,0
KOI_2637.01,0.05,3.99018,0
KOI_2830.01,0.238,40.52797,0
KOI_2832.01,0.042,3.575547,0
KOI_2833.01,0.03,1.7918814,0
KOI_2834.01,0.457,136.2053,0
KOI_2835.01,0.058,6.309229,0
KOI_2836.01,0.036,2.941938,0
KOI_2837.01,0.122,13.32191,0
KOI_2838.02,0.055,4.774656,0
KOI_2023.01,0.104,13.59053,0
KOI_2024.01,0.25,46.87882,0
KOI_2025.01,0.139,17.84863,0
KOI_2025.02,0.18,26.13617,0
KOI_2026.01,0.041,2.758006,0
KOI_2031.01,0.074,9.304236,0
KOI_2032.01,0.109,14.079698,0
KOI_2033.01,0.119,16.54091,0
KOI_2034.01,0.046,3.609319,0
KOI_2035.01,0.029,1.9315635,0
KOI_219.01,0.076,8.0251044,0
KOI_2037.01,0.338,73.7571,0
KOI_2337.01,0.075,8.496449,0
KOI_2338.01,0.321,66.1832,0
KOI_2339.01,0.027,2.032317,0
KOI_2339.02,0.276,65.187,0
KOI_239.02,0.048,3.622714,0
KOI_2340.01,0.073,7.68493,0
KOI_2342.01,0.123,15.04463,0
KOI_2343.01,0.18,29.07308,0
KOI_2344.01,0.018,1.118557,0
KOI_2345.01,0.123,15.18701,0
KOI_2346.01,0.181,28.68549,0
KOI_2347.01,0.011,0.5879933,0
KOI_2348.01,0.385,85.7428,0
KOI_2350.01,0.019,1.0783902,0
KOI_240.01,0.053,4.286859,0
KOI_2351.01,0.091,10.27402,0
KOI_2352.03,0.089,8.256215,0
KOI_2353.01,0.054,5.186781,0
KOI_2638.01,0.034,2.524074,0
KOI_2639.01,0.17,25.0923,0
KOI_2639.02,0.033,2.12111,0
KOI_2640.01,0.226,33.1809,0
KOI_2641.01,0.045,3.555863,0
KOI_2647.01,0.077,8.83915,0
KOI_2649.01,0.075,7.561207,0
KOI_255.01,0.146,27.521732,0
KOI_2652.01,0.116,16.12822,0
KOI_2654.01,0.111,13.56315,0
KOI_2655.01,0.125,16.29571,0
KOI_2795.01,0.037,2.535532,0
KOI_2797.01,0.018,0.8681215,0
KOI_269.01,0.145,18.01134,0
KOI_2798.01,0.016,0.916139,0
KOI_2801.01,0.077,6.992042,0
KOI_2802.01,0.05,3.848208,0
KOI_2803.01,0.034,2.3775217,0
KOI_2805.01,0.031,1.877872,0
KOI_2807.01,0.046,3.375727,0
KOI_2037.03,0.081,8.56268,0
KOI_2039.01,0.059,5.425944,0
KOI_2040.01,0.144,19.58579,0
KOI_2042.01,0.363,63.0729,0
KOI_2043.01,0.363,78.5459,0
KOI_2044.01,0.132,16.92333,0
KOI_2046.01,0.166,23.8992,0
KOI_2047.01,0.071,6.221632,0
KOI_2048.01,0.061,6.180013,0
KOI_2049.01,0.028,1.56906,0
KOI_2354.01,0.022,1.1512393,0
KOI_2355.01,0.02,1.216997,0
KOI_2356.01,0.114,13.68201,0
KOI_2357.01,0.036,2.420893,0
KOI_2358.01,0.305,56.4943,0
KOI_2361.01,0.064,5.783926,0
KOI_2362.02,0.093,11.08487,0
KOI_2363.01,0.039,3.138691,0
KOI_2364.01,0.062,5.24307,0
KOI_2365.01,0.22,35.96826,0
KOI_2366.01,0.176,25.36855,0
KOI_2367.01,0.074,6.89204,0
KOI_2368.01,0.078,8.07073,0
KOI_2369.01,0.099,11.01832,0
KOI_2369.02,0.068,6.31451,0
KOI_2370.01,0.394,78.7276,0
KOI_2371.01,0.111,12.9413,0
KOI_2656.01,0.074,6.77389,0
KOI_2657.01,0.057,5.224152,0
KOI_2658.01,0.102,11.65975,0
KOI_2659.01,0.449,89.4606,0
KOI_2660.01,0.139,18.0166,0
KOI_2662.01,0.025,2.104316,0
KOI_2664.01,0.168,28.84179,0
KOI_256.01,0.019,1.3786789,0
KOI_2666.01,0.31,64.0464,0
KOI_2668.01,0.015,0.6793614,0
KOI_2672.01,0.369,88.51658,0
KOI_2672.02,0.228,42.99066,0
KOI_270.02,0.201,33.67312,0
KOI_2820.01,0.041,3.009121,0
KOI_2821.01,0.363,79.2459,0
KOI_2822.01,0.053,4.445911,0
KOI_2827.01,0.067,7.063161,0
KOI_2828.01,0.286,59.49786,0
KOI_2829.01,0.098,10.613405,0
KOI_2052.01,0.053,4.224636,0
KOI_2055.01,0.082,8.678902,0
KOI_2056.01,0.231,39.31435,0
KOI_2057.01,0.053,5.945678,0
KOI_2058.01,0.021,1.523732,0
KOI_2059.01,0.058,6.147313,0
KOI_2060.01,0.034,2.800131,0
KOI_2062.01,0.211,34.35173,0
KOI_221.01,0.042,3.4130351,0
KOI_2063.01,0.04,3.007257,0
KOI_2064.01,0.07,6.312192,0
KOI_2066.01,0.556,147.9724,0
KOI_2067.01,0.118,13.24514,0
KOI_2069.01,0.366,77.2557,0
KOI_2071.01,0.047,3.856874,0
KOI_2072.01,0.027,1.543198,0
KOI_2372.01,0.062,5.349325,0
KOI_2373.01,0.538,147.2796,0
KOI_2376.01,0.136,18.82735,0
KOI_2377.01,0.104,13.90309,0
KOI_2378.01,0.053,4.767029,0
KOI_2379.01,0.238,40.00728,0
KOI_2380.01,0.068,6.357152,0
KOI_2383.01,0.053,4.370381,0
KOI_2386.01,0.126,16.26932,0
KOI_2387.01,0.032,2.032324,0
KOI_242.01,0.07,7.2584656,0
KOI_257.01,0.075,6.883403,0
KOI_2674.01,0.666,197.51034,0
KOI_2674.02,0.098,11.17268,0
KOI_2674.03,0.037,2.53574,0
KOI_2675.01,0.06,5.4483247,0
KOI_2675.02,0.021,1.1161319,0
KOI_2677.01,0.788,237.7882,0
KOI_2678.01,0.046,3.8330915,0
KOI_2679.01,0.481,110.75576,0
KOI_2680.01,0.112,14.407937,0
KOI_1781.01,0.072,7.8344508,0
KOI_1781.02,0.038,3.0051569,0
KOI_1783.01,0.533,134.47972,0
KOI_1784.01,0.057,5.0074099,0
KOI_1786.01,0.145,24.678853,0
KOI_1787.01,0.418,98.7187,0
KOI_1788.01,0.325,71.52622,0
KOI_1790.01,0.5,130.35148,0
KOI_1793.01,0.044,3.261758,0
KOI_1797.01,0.115,16.781774,0
KOI_1798.01,0.112,12.964712,0
KOI_1799.01,0.029,1.7310805,0
KOI_1800.01,0.074,7.7942995,0
KOI_1801.01,0.108,14.532271,0
KOI_1802.01,0.06,5.248681,0
KOI_1803.01,0.048,4.539292,0
KOI_221.02,0.061,5.89686,0
KOI_2074.01,0.188,33.41832,0
KOI_2075.01,0.034,2.053352,0
KOI_2076.01,0.294,56.77673,0
KOI_2078.01,0.116,18.78423,0
KOI_2079.01,0.014,0.6938521,0
KOI_2081.01,0.075,6.213921,0
KOI_2082.01,0.199,31.58844,0
KOI_2083.01,0.079,7.72087,0
KOI_2084.01,0.051,4.195803,0
KOI_2087.01,0.165,23.1276,0
KOI_2090.01,0.045,5.132541,0
KOI_2091.01,0.077,8.77988,0
KOI_2389.01,0.164,22.92272,0
KOI_2390.01,0.126,16.10519,0
KOI_2392.01,0.073,7.42716,0
KOI_2393.01,0.048,4.603098,0
KOI_2397.01,0.096,12.00095,0
KOI_2398.01,0.023,1.168993,0
KOI_2399.01,0.028,1.916992,0
KOI_2400.01,0.101,11.61924,0
KOI_2401.01,0.193,38.23021,0
KOI_2402.01,0.111,16.30177,0
KOI_2403.01,0.114,13.323565,0
KOI_2404.01,0.032,2.100767,0
KOI_2406.01,0.075,7.010723,0
KOI_2407.01,0.135,17.29184,0
